City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,zuzemberk,45.8339,14.9292,17.38,91,73,0.33,SI,2024-06-11
347,porto novo,6.4965,2.6036,25.44,88,33,2.43,BJ,2024-06-11
348,ta`u,-14.2336,-169.5144,27.26,82,99,8.54,AS,2024-06-11
349,inirida,3.8653,-67.9239,24.46,95,64,1.05,CO,2024-06-11
350,karkira,36.9292,6.5856,18.68,91,100,1.36,DZ,2024-06-11
351,al'met'yevsk,54.9044,52.3154,20.61,80,3,3.46,RU,2024-06-11
352,kailua-kona,19.6406,-155.9956,30.15,73,40,4.63,US,2024-06-11
353,la reforma,25.0833,-108.05,31.35,59,18,5.35,MX,2024-06-11
354,baiyin,36.5583,104.2081,20.43,36,82,2.09,CN,2024-06-11
355,gargalianoi,37.0667,21.6333,25.2,32,2,1.43,GR,2024-06-11
356,merizo village,13.2658,144.6691,26.31,78,100,3.32,GU,2024-06-11
357,boguchany,58.3814,97.4531,15.84,77,18,1.13,RU,2024-06-11
358,saint-jean-de-maurienne,45.1667,6.5833,2.8,97,97,3.44,FR,2024-06-11
359,marang,5.2056,103.2059,26.95,90,63,1.14,MY,2024-06-11
360,okha,53.5739,142.9478,6.25,95,100,4.02,RU,2024-06-11
361,belomorsk,64.5232,34.7668,10.04,83,36,2.4,RU,2024-06-11
362,al jawf,29.5,38.75,26.68,19,0,3.99,SA,2024-06-11
363,laojunmiao,39.8333,97.7333,20.01,23,99,2.62,CN,2024-06-11
364,tralee,52.2704,-9.7026,7.5,88,72,0.24,IE,2024-06-11
365,nago,26.5881,127.9761,26.75,95,100,5.36,JP,2024-06-11
366,yeosu,34.7546,127.6599,20.63,77,0,1.54,KR,2024-06-11
367,una,20.8167,71.0333,28.58,78,64,4.49,IN,2024-06-11
368,huaihua,27.5494,109.9592,23.98,97,66,1.28,CN,2024-06-11
369,moreira sales,-24.0622,-53.0069,20.53,55,0,2.36,BR,2024-06-11
370,port blair,11.6667,92.75,28.02,89,40,2.57,IN,2024-06-11
371,awjilah,29.1081,21.2869,31.6,15,0,2.04,LY,2024-06-11
372,kibiya,11.5263,8.6623,24.24,69,89,2.18,NG,2024-06-11
373,katsuura,35.1333,140.3,23.11,82,98,3.82,JP,2024-06-11
374,torghay,49.6339,63.4981,18.75,54,2,3.34,KZ,2024-06-11
375,curuca,-0.7289,-47.8481,23.61,98,94,1.47,BR,2024-06-11
376,i-n-salah,27.1935,2.4607,37.37,12,0,4.34,DZ,2024-06-11
377,marsh harbour,26.5412,-77.0636,28.3,72,100,6.66,BS,2024-06-11
378,port elizabeth,-33.918,25.5701,21.72,67,0,2.06,ZA,2024-06-11
379,esens,53.6487,7.6127,11.66,89,69,2.57,DE,2024-06-11
380,tsiombe,-25.3,45.4833,18.23,85,96,5.93,MG,2024-06-11
381,itoman,26.1247,127.6694,26.72,100,75,6.17,JP,2024-06-11
382,newman,37.3138,-121.0208,37.13,12,0,4.54,US,2024-06-11
383,madinat sittah uktubar,29.8167,31.05,27.78,41,0,5.54,EG,2024-06-11
384,joroinen,62.1782,27.8317,10.55,87,86,2.2,FI,2024-06-11
385,kimbe,-5.5502,150.1429,29.51,70,93,1.41,PG,2024-06-11
386,pitimbu,-7.4706,-34.8086,25.33,86,15,5.11,BR,2024-06-11
387,port-vila,-17.7338,168.3219,25.78,89,75,2.06,VU,2024-06-11
388,walvis bay,-22.9575,14.5053,13.94,76,12,2.84,NA,2024-06-11
389,roma,43.2128,-75.4557,17.75,72,100,2.57,US,2024-06-11
390,la paz,-16.5,-68.15,12.99,25,46,3.6,BO,2024-06-11
391,magadan,59.5667,150.8,9.74,64,95,2.68,RU,2024-06-11
392,vuktyl,63.8567,57.3094,15.06,86,100,2.24,RU,2024-06-11
393,aki,33.5,133.9,20.97,73,100,0.82,JP,2024-06-11
394,douz,33.4663,9.0203,30.55,36,61,5.02,TN,2024-06-11
395,santa ana de yacuma,-13.75,-65.4333,29.97,70,40,0.0,BO,2024-06-11
396,new bern,35.1085,-77.0441,28.03,63,100,4.63,US,2024-06-11
397,bondoukou,8.0333,-2.8,22.88,94,24,2.13,CI,2024-06-11
398,guiuan,11.0333,125.7247,29.04,75,100,3.07,PH,2024-06-11
399,kudahuvadhoo,2.6708,72.8944,28.44,77,69,5.78,MV,2024-06-11
400,saint-philippe,-21.3585,55.7679,22.77,89,100,5.73,RE,2024-06-11
401,crane,31.3974,-102.3501,34.8,24,0,3.36,US,2024-06-11
402,ilha de mocambique,-15.0342,40.7358,21.72,80,1,7.09,MZ,2024-06-11
403,nikel,69.4128,30.222,5.1,91,76,3.47,RU,2024-06-11
404,ma'rib,15.4591,45.3253,27.59,16,21,3.78,YE,2024-06-11
405,susuman,62.7833,148.1667,13.21,37,10,2.27,RU,2024-06-11
406,vorkuta,67.5,64.0,5.62,69,58,3.13,RU,2024-06-11
407,canutama,-6.5339,-64.3831,27.2,65,91,0.63,BR,2024-06-11
408,den burg,53.0542,4.7972,11.66,79,100,3.6,NL,2024-06-11
409,nagqu,31.5,92.0,5.03,86,78,1.35,CN,2024-06-11
410,nema,57.5067,50.5011,18.41,88,88,4.57,RU,2024-06-11
411,ramshir,30.8946,49.4092,31.92,23,0,1.26,IR,2024-06-11
412,timmins,48.4669,-81.3331,22.9,25,40,6.17,CA,2024-06-11
413,qingyuan,23.7,113.0333,26.99,95,95,0.93,CN,2024-06-11
414,lewistown,40.5992,-77.5714,21.25,76,100,0.0,US,2024-06-11
415,andergrove,-21.0833,149.1833,19.8,61,0,2.15,AU,2024-06-11
416,acapulco de juarez,16.8634,-99.8901,26.83,70,81,3.64,MX,2024-06-11
417,castillos,-34.1667,-53.8333,13.33,86,100,3.46,UY,2024-06-11
418,piliscsaba,47.6342,18.8289,17.63,70,58,2.38,HU,2024-06-11
419,gwanda,-20.9333,29.0,7.8,72,2,1.25,ZW,2024-06-11
420,howrah,22.5892,88.3103,30.0,89,40,4.63,IN,2024-06-11
421,cabedelo,-6.9811,-34.8339,25.37,86,17,5.37,BR,2024-06-11
422,glen innes,-29.7333,151.7333,9.65,66,22,6.02,AU,2024-06-11
423,xam nua,20.4197,104.0439,20.99,96,100,1.27,LA,2024-06-11
424,keflavik,64.0049,-22.5624,10.95,81,75,8.23,IS,2024-06-11
425,inarajan village,13.2736,144.7484,26.54,77,100,3.44,GU,2024-06-11
426,pizarro,4.9533,-77.366,26.82,83,91,2.72,CO,2024-06-11
427,vitry-le-francois,48.7333,4.5833,9.23,91,29,1.75,FR,2024-06-11
428,labasa,-16.4167,179.3833,26.99,75,100,3.34,FJ,2024-06-11
429,jiangzi,28.95,89.6333,7.35,51,19,0.53,CN,2024-06-11
430,kavaratti,10.5669,72.642,28.45,81,100,7.23,IN,2024-06-11
431,tidjikja,18.5564,-11.4271,34.92,18,15,7.03,MR,2024-06-11
432,luuq,3.7938,42.5445,25.43,66,97,8.82,SO,2024-06-11
433,kramfors,62.9316,17.7765,10.89,87,75,2.06,SE,2024-06-11
434,petauke,-14.2426,31.3253,12.73,71,1,4.21,ZM,2024-06-11
435,alesund,62.4723,6.1549,9.07,79,40,4.63,NO,2024-06-11
436,kokopo,-4.352,152.2633,28.27,74,97,2.57,PG,2024-06-11
437,luderitz,-26.6481,15.1594,14.1,90,90,3.78,NA,2024-06-11
438,buala,-8.145,159.5921,29.0,75,96,2.56,SB,2024-06-11
439,nova vicosa,-17.8919,-39.3719,22.58,75,6,2.52,BR,2024-06-11
440,tripoli,32.8752,13.1875,26.66,64,21,4.06,LY,2024-06-11
441,san julian,21.0167,-102.1667,31.79,15,72,6.79,MX,2024-06-11
442,tofol,5.3248,163.0078,28.88,84,75,5.66,FM,2024-06-11
443,tadine,-21.55,167.8833,23.19,57,4,4.21,NC,2024-06-11
444,vila do maio,15.1333,-23.2167,24.44,86,0,4.75,CV,2024-06-11
445,segarcea,44.1,23.75,20.29,73,1,5.22,RO,2024-06-11
446,bubaque,11.2833,-15.8333,27.31,85,92,2.23,GW,2024-06-11
447,fale old settlement,-9.3852,-171.2468,28.51,76,91,4.07,TK,2024-06-11
448,mahajanga,-15.7167,46.3167,21.01,88,0,0.51,MG,2024-06-11
449,khandyga,62.6667,135.6,18.35,47,86,1.29,RU,2024-06-11
450,mount pearl,47.5166,-52.7813,19.19,59,40,5.14,CA,2024-06-11
451,pacific grove,36.6177,-121.9166,27.44,82,0,3.58,US,2024-06-11
452,pariaman,-0.619,100.12,25.03,80,95,1.75,ID,2024-06-11
453,yung shue wan,22.2333,114.1167,29.86,88,84,4.2,HK,2024-06-11
454,margate,51.3813,1.3862,11.5,81,96,0.89,GB,2024-06-11
455,amga,60.8953,131.9608,19.43,49,7,1.19,RU,2024-06-11
456,ketchikan,55.3422,-131.6461,13.52,88,100,4.12,US,2024-06-11
457,richards bay,-28.783,32.0377,18.16,59,85,7.2,ZA,2024-06-11
458,maun,-19.9833,23.4167,12.98,44,0,4.12,BW,2024-06-11
459,tomatlan,19.9333,-105.25,30.49,60,89,3.91,MX,2024-06-11
460,poronaysk,49.2167,143.1167,8.15,96,100,2.97,RU,2024-06-11
461,christiana,-27.914,25.1611,7.8,48,47,4.51,ZA,2024-06-11
462,mushie,-3.0167,16.9,23.5,39,67,0.59,CD,2024-06-11
463,lisala,2.15,21.5167,22.14,85,92,0.99,CD,2024-06-11
464,priob'ye,62.5206,65.5964,15.57,64,100,3.23,RU,2024-06-11
465,tobelo,1.7284,128.0095,26.22,87,100,3.32,ID,2024-06-11
466,san antonio de pale,-1.4014,5.6325,24.52,86,91,4.78,GQ,2024-06-11
467,manismata,-2.4667,111.0333,23.52,99,100,1.48,ID,2024-06-11
468,st. john's,47.5649,-52.7093,19.66,59,40,5.14,CA,2024-06-11
469,jinshi,29.6049,111.8701,25.18,87,85,2.2,CN,2024-06-11
470,pisco,-13.7,-76.2167,18.03,88,20,3.09,PE,2024-06-11
471,taco pozo,-25.6167,-63.2833,21.59,67,0,1.75,AR,2024-06-11
472,bol,13.4586,14.7147,27.15,72,67,4.7,TD,2024-06-11
473,nar'yan-mar,67.6713,53.087,6.73,90,78,3.58,RU,2024-06-11
474,kushiro,42.975,144.3747,16.53,100,40,4.12,JP,2024-06-11
475,badger,64.8,-147.5333,21.95,59,75,3.6,US,2024-06-11
476,kidal,18.4411,1.4078,34.67,19,0,2.32,ML,2024-06-11
477,ishigaki,24.3448,124.1572,29.07,89,100,7.72,JP,2024-06-11
478,ghanzi,-21.5667,21.7833,9.38,47,28,3.53,BW,2024-06-11
479,kuqa,41.7278,82.9364,24.42,29,16,2.54,CN,2024-06-11
480,balabac,7.9868,117.0645,27.93,72,99,0.57,PH,2024-06-11
481,altay,47.8667,88.1167,15.73,68,17,1.74,CN,2024-06-11
482,kolonia,50.9333,6.95,11.09,79,20,2.57,DE,2024-06-11
483,gagliano del capo,39.8442,18.3695,22.36,94,48,4.12,IT,2024-06-11
484,sault ste. marie,46.5168,-84.3333,20.16,39,0,5.66,CA,2024-06-11
485,quellon,-43.1167,-73.6167,10.04,94,34,2.43,CL,2024-06-11
486,tolanaro,-25.0319,46.9987,18.04,94,75,4.12,MG,2024-06-11
487,lospalos,-8.5186,127.0025,21.28,81,100,2.71,TL,2024-06-11
488,conduaga,8.862,117.4893,27.39,79,88,0.84,PH,2024-06-11
489,sausset-les-pins,43.3314,5.1043,16.94,51,0,6.17,FR,2024-06-11
490,bafoulabe,13.8065,-10.8321,37.18,29,40,1.76,ML,2024-06-11
491,brisas de zicatela,15.8369,-97.0419,30.29,79,100,3.09,MX,2024-06-11
492,sijunjung,-0.6876,100.9537,22.35,97,87,0.57,ID,2024-06-11
493,kem',64.9555,34.5793,9.36,80,44,3.03,RU,2024-06-11
494,hoganas,56.1997,12.558,12.81,84,18,6.71,SE,2024-06-11
495,iganga,0.6092,33.4686,17.92,92,4,1.82,UG,2024-06-11
496,mohr,54.3528,9.7167,10.08,91,100,3.09,DE,2024-06-11
497,warman,52.3168,-106.5679,21.95,53,20,1.54,CA,2024-06-11
498,imbituba,-28.24,-48.6703,22.14,92,79,1.9,BR,2024-06-11
499,vizinga,61.0749,50.1031,18.24,96,100,4.26,RU,2024-06-11
500,chinde,26.8418,88.0763,20.19,80,23,2.49,NP,2024-06-11
501,bac lieu,9.285,105.7244,27.46,82,26,3.38,VN,2024-06-11
502,san patricio,28.017,-97.5169,35.65,47,5,7.59,US,2024-06-11
503,cherepovets,59.1333,37.9,14.32,93,100,1.57,RU,2024-06-11
504,mount gambier,-37.8333,140.7667,10.94,62,92,4.57,AU,2024-06-11
505,ushaw moor,54.778,-1.6472,8.58,89,100,0.9,GB,2024-06-11
506,prado,-17.3411,-39.2208,22.16,74,12,2.34,BR,2024-06-11
507,wankaner,22.6167,70.9333,27.93,77,1,6.6,IN,2024-06-11
508,camabatela,-8.1881,15.375,15.29,40,47,0.91,AO,2024-06-11
509,luwuk,-0.9516,122.7875,22.67,93,100,2.23,ID,2024-06-11
510,shemysheyka,52.892,45.3928,17.8,66,4,3.04,RU,2024-06-11
511,moires,35.0532,24.8744,27.9,22,4,0.93,GR,2024-06-11
512,benghazi,32.1167,20.0667,30.5,31,23,1.91,LY,2024-06-11
513,mao,39.8885,4.2658,19.31,72,20,4.63,ES,2024-06-11
514,okhotsk,59.3833,143.3,9.28,72,6,0.6,RU,2024-06-11
515,ad dawadimi,24.5077,44.3924,32.64,14,48,3.59,SA,2024-06-11
516,sal rei,16.1833,-22.9167,22.24,87,9,6.28,CV,2024-06-11
517,sterling,39.0062,-77.4286,23.6,55,40,4.12,US,2024-06-11
518,midvagur,62.0511,-7.1939,7.46,87,100,2.57,FO,2024-06-11
519,geneseo,42.7959,-77.8169,15.27,82,94,2.22,US,2024-06-11
520,colchani,-20.3,-66.9333,5.09,27,87,1.92,BO,2024-06-11
521,vredendal,-31.6683,18.5012,13.92,91,22,3.84,ZA,2024-06-11
522,erenhot,43.6475,111.9767,23.81,34,99,1.53,CN,2024-06-11
523,iquique,-20.2208,-70.1431,18.02,81,45,2.35,CL,2024-06-11
524,debark',13.1561,37.8981,12.12,77,100,0.48,ET,2024-06-11
525,periyakulam,10.1167,77.55,24.8,79,100,2.38,IN,2024-06-11
526,raja,8.4596,25.678,21.84,91,97,1.85,SS,2024-06-11
527,vila franca do campo,37.7167,-25.4333,18.27,99,63,1.48,PT,2024-06-11
528,riohacha,11.5444,-72.9072,35.06,59,20,5.14,CO,2024-06-11
529,rio gallegos,-51.6226,-69.2181,3.03,93,100,4.63,AR,2024-06-11
530,parun,35.4207,70.9221,5.42,75,4,5.57,AF,2024-06-11
531,nogliki,51.8333,143.1667,6.86,93,100,2.68,RU,2024-06-11
532,champerico,14.3,-91.9167,31.3,79,100,4.95,GT,2024-06-11
533,arica,-18.475,-70.3042,19.75,72,0,3.6,CL,2024-06-11
534,malanville,11.8685,3.3899,26.45,76,96,3.96,BJ,2024-06-11
535,bekalta,35.6174,10.9947,23.01,82,0,7.7,TN,2024-06-11
536,sao jose da coroa grande,-8.8978,-35.1478,24.79,86,36,3.39,BR,2024-06-11
537,valdosta,30.8327,-83.2785,33.95,50,0,4.63,US,2024-06-11
538,tera,14.0078,0.7531,31.55,46,75,8.59,NE,2024-06-11
539,estevan,49.1334,-102.9842,26.23,38,0,3.6,CA,2024-06-11
540,hilo,19.7297,-155.09,27.85,77,0,5.14,US,2024-06-11
541,al fqih ben calah,32.5009,-6.6906,19.6,63,22,3.13,MA,2024-06-11
542,homer,59.6425,-151.5483,11.94,77,20,7.15,US,2024-06-11
543,wallajahbad,12.7667,79.7833,28.64,59,95,4.4,IN,2024-06-11
544,sona,45.4388,10.8255,17.49,87,75,8.23,IT,2024-06-11
545,eldorado at santa fe,35.5264,-105.9347,27.68,36,0,5.66,US,2024-06-11
546,qamdo,31.1667,97.2333,9.36,74,84,0.66,CN,2024-06-11
547,iquitos,-3.7481,-73.2472,28.02,83,20,1.03,PE,2024-06-11
548,sola,-13.8833,167.55,26.87,78,53,2.11,VU,2024-06-11
549,flin flon,54.7682,-101.865,12.91,82,100,2.57,CA,2024-06-11
550,jabor,5.921,169.6434,28.61,81,44,6.27,MH,2024-06-11
551,racine,42.7495,-88.0751,22.94,51,100,2.06,US,2024-06-11
552,mahdia,35.5047,11.0622,22.97,81,2,6.88,TN,2024-06-11
553,antofagasta,-23.65,-70.4,15.6,89,17,3.25,CL,2024-06-11
554,huazhou,21.6333,110.5833,27.08,88,95,0.92,CN,2024-06-11
555,proddatur,14.7333,78.55,27.33,70,89,7.12,IN,2024-06-11
556,gizo,-8.103,156.8419,28.28,77,82,3.36,SB,2024-06-11
557,narrabri,-30.3167,149.7833,13.62,72,55,0.89,AU,2024-06-11
558,tingi,-11.3,35.0333,11.97,81,61,0.37,TZ,2024-06-11
559,farrukhnagar,17.0778,78.2011,23.84,94,97,5.24,IN,2024-06-11
560,olyokminsk,60.3736,120.4264,19.68,50,61,0.82,RU,2024-06-11
561,thunder bay,48.4001,-89.3168,13.99,82,100,4.63,CA,2024-06-11
562,inari,68.906,27.0288,11.65,86,87,1.82,FI,2024-06-11
563,codrington,-38.2667,141.9667,11.25,57,99,8.77,AU,2024-06-11
564,tamandare,-8.7597,-35.1047,24.5,87,37,2.96,BR,2024-06-11
565,sevastopol,44.6,33.5333,22.22,60,37,2.68,UA,2024-06-11
